id,title,number,duration,length,guests,summary,guests_count,Jose Edelstein,Antonio Darwich,Sara Robisco,Juan Antonio Belmonte,Jesús Martínez Frías,Cristina Ramos,Miguel Santander,Valentín Martínez,Carlos Westendorp,Pepa Becerra González,Juan Carlos Ortega,Jose Carlos del Toro,David Kipping,Angel López,Francis Villatoro,Marja Seidel,Jose Ramón Arévalo,Chano Jiménez,Juanjo Martín,Laura,Olga Zamora,Marcos Pellejero,Eva Villaver,Javier Peláez,Bernabé Cedrés,Joaquim Matías,Carmen Agustín,Carlos Prats,Natalia Ruiz Zelmanovitch,Carlos Glez Montesdeoca,Nahúm Chazarra,Emilio Rey,María Ribes,Teo Muñoz,Alfred Rosenberg,Itahisa Marcelino,Elena Denia,Aleix Roig,Jorge Pla-García,Garik Israelian,Julio Castro,Consuelo Cid,Manolo Vázquez,Sandra Benítez,Isabel Cordero,Juan Martín Maldacena,Carlos González,Angel López Sánchez,Ignacio Cirac,Marian Griso,Raúl Abreu,Eva,Alberto Aparici,Héctor Vives,Globo,Raul Infante,Manolo Collados,Javier Licandro,Daniel Marín,Vary Bayón,Marian Martínez,Alicia López,José Edelstein,Enric Pallé,Ricardo García,Jose Alberto Rubiño,Noemí Pinilla,Ignacio Crespo,Daniel López,Guillermo Ballesteros,Beatriz Ruiz,Nacho Trujillo,Héctor Socas,Nayra Rodríguez,Jorge Iglesias,Andrés Asensio,Beatriz Villarroel,Narciso Ramos,Enrique Joven,Víctor Ruiz
EP139,Ep139: Especial Física de Partículas II. Simetrías en Física y Leyes de Conservación; Campos Cuánticos; El Spin,139,7379,59034897,"['Alberto Aparici', 'Francis Villatoro', 'Nacho Trujillo', 'Héctor Socas']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: Especial Física de Partículas II; Metafísica de la realidad: campos cuánticos o materia; El spin como propiedad de partículas y campos; Simetrías en Física: Teorema de Noether y leyes de conservación. En la foto, de izquierda a derecha y de arriba a abajo: Alberto Aparici, Francis Villatoro, Nacho Trujillo, Héctor Socas. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
EP138,Ep138: Especial Inteligencia Artificial: Redes Neuronales; La Singularidad; Posthumanismo,138,8330,66640710,"['Sara Robisco', 'Andrés Asensio', 'Héctor Socas']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: Especial monográfico Inteligencia Artificial. Definiciones y conceptos básicos; Aplicaciones presentes y futuras: Ciencia, arte, coches autónomos y asistentes; Consciencia artificial: Realidad vs Ciencia Ficción; La hipótesis de la singularidad y el posthumanismo. En la foto, de arriba a abajo y de izquierda a derecha: Sara Robisco (por videoconferencia), Andrés Asensio y Héctor Socas. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
EP137,Ep137: La Nueva Exotierra Ross 128b; Cosmología Exótica; Grupos Matemáticos; La Supernova que No Cesa,137,9166,73333490,"['Carlos González', 'Francis Villatoro', 'Alberto Aparici', 'Héctor Socas', 'Carlos Westendorp']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: Descubierto Ross 128b: Una posible exotierra en zona de potencial habitabilidad a solo 11 años-luz; Google y sus auriculares con traducción en tiempo real; Cosmología exótica: Modelo holográfico de Universo como 3-brana en un agujero negro de 5 dimensiones; Grupos matemáticos: Moonshines, las sorprendentes conexiones entre grupos parias y formas modulares; La Supernova Duracell, que dura y dura. En la foto, de arriba a abajo y de izquierda a derecha: Carlos González, Francis Villatoro, Alberto Aparici (por videoconferencia), Héctor Socas y Carlos Westendorp. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EP136,Ep136: Pirámides y Rayos Cósmicos; Antimateria y Violaciones de Simetría; Inteligencia Artificial; Encélado; Proxima Cen,136,10310,82480318,"['Alberto Aparici', 'Héctor Vives', 'Héctor Socas']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: Aniversarios: Sagan, Curie; Pirámides y Rayos Cósmicos: Entrevista con Juan Antonio Belmonte; Materia vs Antimateria: ¿Violaciones de Simetrías o Dominios del Universo?; Inteligencia Artificial; Polvo en Proxima Centauri; El Océano Interno de Encélado. En la foto, de arriba a abajo y de izquierda a derecha: Alberto Aparici (por videoconferencia), Héctor Vives, Héctor Socas. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EP135,Ep135: El Despertar de Tabby,135,6775,54205797,"['Carlos González', 'Carlos Westendorp', 'Marian Martínez', 'Héctor Socas', 'Andrés Asensio']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: Especial Estrella de Tabby. La investigación del equipo de Coffee Break, vista desde dentro. En la foto, de arriba a abajo y de izquierda a derecha: Carlos González (por videoconferencia), Carlos Westendorp, Marian Martínez, Héctor Socas, Andrés Asensio. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
EP134,"Ep134: Cosmología; Ondas Gravitacionales, Energía Oscura y Teorías Alternativas; El Futuro del Sol; ¿Exoasteroide?",134,9470,75768102,"['Javier Licandro', 'Jose Alberto Rubiño', 'Héctor Vives', 'Héctor Socas']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: Energía oscura y constante cosmológica; Implicaciones de la detección multimensajero de ondas gravitacionales GW170817 sobre la cosmología; El futuro magnético del Sol; Detectado un asteroide que podría provenir de fuera del Sistema Solar; Entrevista Dr. Francisco-Shu Kitaura. En la foto, de arriba a abajo y de izquierda a derecha: Javier Licandro, Jose Alberto Rubiño, Héctor Vives, Héctor Socas. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EP133,Ep133: Primera onda gravitacional con detección multifrecuencia: fusión estrellas de neutrones; Homenaje a H. Leavitt,133,7269,58159691,"['Carlos Westendorp', 'Nayra Rodríguez', 'Angel López Sánchez', 'Carlos González', 'Julio Castro', 'Pepa Becerra González']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: un hito histórico en la ciencia, la primera vez que la detección de una fuente de ondas gravitacionales va unida a detecciones en el rango electromagnético; proyecto de divulgación que homenajea a la astrónoma Henrietta Leavitt con motivo de la celebración del Gender in Physics Day.

En la foto, de izquierda a derecha: Carlos Westendorp Plaza, Nayra Rodríguez Eugenio, Ángel López Sánchez, Carlos González Fernández,  Julio Castro Almazán y Pepa Becerra González.

Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EP132,Ep132: Detectada la Materia Perdida; Escudo Planetario para la Tierra; Supernova 1987; Los Anillos de Haumea,132,7733,61866362,"['Alberto Aparici', 'Francis Villatoro', 'Angel López', 'Héctor Socas']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: 60 años de Sputnik; El efecto Sunyaev-Zeldovich para detectar la materia perdida; Escudo planetario contra tormentas solares catastróficas; La supernova de 1987; Los anillos de Haumea. En la foto, de arriba a abajo y de izquierda a derecha: Alberto Aparici, Francis Villatoro, Ángel López-Sánchez (los tres por videoconferencia), Héctor Socas. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EP131,Ep131: Los NOBEL; Rumores: TMT y LIGO/VIRGO; Sueños de Medusas,131,7647,61183835,"['Héctor Socas', 'Alberto Aparici', 'Carlos González', 'Carlos Westendorp']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: Desmontando mitos sobre la Estrella de Tabby; Analizamos los Premios Nobel de Ciencia 2017; Rumores sobre el Supertelescopio TMT; Confirmado: LIGO/VIRGO convoca un anuncio para el 16-Oct; Las medusas, el ser más simple que duerme. En la foto, de arriba a abajo y de izquierda a derecha: Héctor Socas, Alberto Aparici, Carlos González, Carlos Westendorp. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EP130,Ep130: LIGO+VIRGO; Alimentación; Farmaciencia vs Homeopatía; Huracanes y conspiranoias; Asteroide-cometa doble,130,9882,79060994,"['Bernabé Cedrés', 'Itahisa Marcelino', 'Vary Bayón', 'Héctor Socas', 'Julio Castro', 'Héctor Vives']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: Primera detección de ondas gravitacionales de la colaboración LIGO+VIRGO; Resultados de un macroestudio sobre alimentación y salud; Farmaciencia y su lucha contra el engaño en las farmacias; Cuentas de servilleta sobre huracanes y paranoias. En la foto, de arriba a abajo y de izquierda a derecha: Bernabé Cedrés, Itahisa Marcelino, Vary Bayón, Héctor Socas, Julio Castro, Héctor Vives. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EP129,Ep129: Naukas; Ig-Nobel; Homininos y huellas Europeas; Adiós Cassini - hola New Horizons y OSIRIS-REX; TRAPPIST-1,129,5991,47929722,"['Alberto Aparici', 'Carlos Westendorp', 'Héctor Vives']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy:  Repasamos Naukas; los premios Ig-Nobel; Huellas controvertidas hace 6 millones de años en Europa; Adiós a la Cassinni y hola a New Horizons, Osiris-Rex... y repaso a TRAPPIST-1. En la foto, de arriba a abajo y de izquierda a derecha: Alberto Aparici, Carlos Westendorp y Héctor Vives. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP128,Ep128: Ciencia en Fantasía; Agujeros Negros; Fulguraciones Solares; Terremotos y Luces en el Cielo; Astronautas Gemelos,128,8312,66498813,"['Alberto Aparici', 'Carlos González', 'Héctor Socas', 'Héctor Vives']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: Mezclando ciencia y fantasía; Posible descubrimiento de un agujero negro de 100,000 masas solares en nuestra galxia; Llamaradas solares: ¿pueden causar terremotos?; Las misteriosas luces en el cielo observadas durante el terremoto de Mexico; Análisis del genoma de dos astronautas gemelos. En la foto, de arriba a abajo y de izquierda a derecha: Alberto Aparici, Carlos González, Héctor Socas, Héctor Vives. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EP127,Ep127: Babilonia; Estrella de Tabby; Fast Radio Bursts,127,9352,74820171,"['Héctor Socas', 'Alberto Aparici', 'Héctor Vives', 'Francis Villatoro']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: Tablilla Plimpton 322: Las Matemáticas también comienzan en Sumeria; Estrella de Tabby: Nuevos estudios sobre variabilidad a largo plazo; Detectados 15 nuevos FRBs (pulsos rápidos de radio); Fe de erratas sobre: materia oscura, Juego de Tronos, Señor de los Anillos. n la foto, de arriba a abajo y de izquierda a derecha: Héctor Socas, Alberto Aparici, Héctor Vives, Francis Villatoro. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EP126,Ep126: Juego de Tronos; Tensiones Cosmológicas y Dark Energy Survey; Teorías Alternativas; Rotación en el Universo,126,7597,60776951,"['Marcos Pellejero', 'Carlos González', 'Héctor Socas', 'Nacho Trujillo']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: Tensión en las medidas de la Constante de Hubble: Nuevos resultados del Dark Energy Survey; La astrofísica del mundo de Canción de Hielo y Fuego; Teorías alternativas sobre el origen del Universo; ¿Por qué todo parece estar rotando en el espacio?  En la foto, de izquierda a derecha: Marcos Pellejero, Carlos González, Héctor Socas, Nacho Trujillo. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
EP125,Ep125: Agujeros Negros Primordiales y Materia Oscura; Nuevo Rumor LIGO; Eclipse Total; ¿Es el Big Bang un Agujero Negro?,125,7281,58254777,"['Alberto Aparici', 'Nayra Rodríguez', 'Héctor Socas', 'Héctor Vives']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: ¿Podría la materia oscura estar hecha de agujeros negros de masa intermedia?; Analizamos el rumor sobre un gran descubrimiento de la colaboración LIGO/VIRGO; La experiencia de un eclipse solar total; ¿Es el Big Bang análogo a un agujero negro? En la foto, de arriba a abajo y de izquierda a derecha: Alberto Aparici, Nayra Rodríguez, Héctor Socas, Héctor Vives. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
EP124,Ep124: Neurofisiología Cerebral de Hombres y Mujeres... y Viceversa; Google Memo; Exoatmósferas; Pareidolea,124,7623,60991364,"['Héctor Socas', 'Carlos González', 'Carmen Agustín', 'Nacho Trujillo']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: Nuevas estudios sobre las diferencias fisiológicas entre cerebros de hombres y de mujeres; El Manifiesto de Google: Debatimos los diferentes puntos de vista; Pareidolia: Los monos también ven caras en las cosas; Observaciones de la estratosfera de un exoplaneta; Eclipse solar: Paranoias apocalípticas (y dale) y cómo observarlo de forma segura. En la foto, de izquierda a derecha: Héctor Socas, Carlos González, Carmen Agustín, Nacho Trujillo. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
EP123,Ep123: Supertelescopio TMT; Hyperloop; Estructura Hiperfina de Antimateria; Explosiones de Rayos Gamma,123,5956,47652824,"['Héctor Socas', 'Carlos González', 'Bernabé Cedrés']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: Resolución judicial favorable al TMT en Hawaii; Hyperloop: El supertren del futuro que propone Elon Musk; Las dificultades de China para encontrar director de su nuevo gran radiotelescopio; Nuevas observaciones aportan luz (polarizada) sobre los estallidos de rayos gamma. En la foto, de izquierda a derecha: Héctor Socas, Carlos González (por videoconferencia), Bernabé Cedrés. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EP122_SUPLEMENTOS,Ep122_Suplementos: Versión Original Entrevista Katie Mack (v.o. en inglés),-1,1911,15563590,[],"La tertulia semanal en la que nos echamos unas risas mientras repasamos las últimas noticias de la actualidad científica. Este audio es un suplemento a nuestro Ep122. contiene la versión original en inglés de la entrevista a la Dra Katie Mack (@astrokatie), experta en materia oscura y uno de los físicos más seguidos en redes sociales.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP122,Ep122: AstroKatie y la Materia Oscura; Inteligencia Artificial; Misteriosas Señales de Radio; El Núcleo del Sol; Exoluna,122,8633,69068426,"['Carlos González', 'Angel López', 'Héctor Socas', 'Carlos Westendorp']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: Entrevista a Katie Mack, @astrokatie, experta en Materia Oscura y uno de los físicos más seguidos en Twitter; El miedo a la inteligencia artificial: La simpática historia de Facebook que asustó a muchos; Los elusivos modos ""g"" y el interior solar; Las misteriosas señales de radio de ROSS 128; ¿Se ha descubierto la primera exoluna? En la foto, de arriba abajo y de izquierda a derecha: Carlos González, Ángel López-Sánchez (por videoconferencia), Héctor Socas, Carlos Westendorp. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EP121,Ep121: Agua en la Luna; Adiós a Mirzakhani; Homínidos; MEGARA y SAMI; Materiales Topológicos,121,7399,59193722,"['Alberto Aparici', 'Ricardo García', 'Angel López', 'Nayra Rodríguez', 'Héctor Socas']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: Agua en los minerales de la Luna: Implicaciones para la exploración espacial y para el origen de nuestro planeta; Fallece a la edad de 40 años Maryam Mirzakhani: Repasamos el trabajo de una de las mayores promesas de las Matemáticas; Homínidos y extinciones; Materiales topológicos y bandas electrónicas. En la foto, de arriba abajo y de izquierda a derecha: Alberto Aparici, Ricardo García, Ángel López-Sánchez (todos por videoconferencia), Nayra Rodríguez, Héctor Socas. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
EP120,Ep120: Especial Física de Partículas y el Modelo Estándar,120,8694,69554512,"['Francis Villatoro', 'Alberto Aparici', 'Nacho Trujillo', 'Héctor Socas']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: Especial física de partículas; El Modelo Estándar. En la foto, de arriba abajo y de izquierda a derecha: Francis Villatoro, Alberto Aparici, Nacho Trujillo, Héctor Socas. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
EP119,Ep119: Retrocausalidad y el tiempo en cuántica; Nuevo Barión doblemente encantado; Homínidos y nosotros; Señales oyentes,119,7077,56618675,"['Carlos Westendorp', 'Alberto Aparici', 'Francis Villatoro', 'Héctor Vives']","La tertulia semanal en la que repasamos las últimas noticias de la actualidad científica. En el episodio de hoy: Juno en la mancha roja de Júpiter, observaciones de la estrella de Tabby; Retrocausalidad y el tiempo en cuántica; Hominidos y noticias sobre nuestro origen pan-Africano; Señales de los oyentes. En la foto, de izquierda a derecha: Carlos Westendorp, Alberto Aparici (por videoconferencia), Francis Villatoro (por videoconferencia), Héctor Vives. Todos los comentarios vertidos durante la tertulia representan únicamente la opinión de quien los hace… y a veces ni eso. CB:SyR es una colaboración entre el Área de Investigación y la Unidad de Comunicación y Cultura Científica (UC3) del Instituto de Astrofísica de Canarias.",4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
